FFL_num	FFL_XYZ	ave	reg	XY	XZ	YZ
000100110: 3806 44 137	YJR005W YDR259C YIR018W	97.8616666667	binding enriched|?|binding enriched	133.553	35.502	124.53
000100110: 3807 143 10	YGR197C YDR392W YIL101C	67.8926666667	binding enriched|binding enriched|binding enriched	93.386	40.359	69.933
000100110: 3807 10 59	YGR197C YIL101C YPR086W	57.0266666667	binding enriched|binding enriched|binding enriched	61.746	68.975	40.359
000100110: 3807 10 33	YGR197C YIL101C YGR252W	38.6646666667	binding enriched|binding enriched|binding enriched	55.78	19.855	40.359
000100110: 3808 90 23	YOL060C YER040W YOR110W	51.8956666667	binding enriched|binding enriched|binding enriched	70.401	33.682	51.604
000100110: 3808 90 1	YOL060C YER040W YLR403W	115.230333333	?|?|binding enriched	131.349	162.738	51.604
000100110: 3808 59 97	YOL060C YPR086W YOR174W	70.5783333333	binding enriched|binding enriched|binding enriched	80.566	59.459	71.71
000100110: 3808 49 97	YOL060C YNL216W YOR174W	43.376	binding enriched|binding enriched|binding enriched	33.924	59.459	36.745
000100110: 3808 49 90	YOL060C YNL216W YER040W	45.3386666667	binding enriched|binding enriched|binding enriched	47.667	51.604	36.745
000100110: 3808 23 1	YOL060C YOR110W YLR403W	116.053666667	-|?|binding enriched	151.741	162.738	33.682
000100110: 3814 23 81	YGR294W YOR110W YJL127C	90.596	?|-|binding enriched	64.848	88.991	117.949
000100110: 3814 23 1	YGR294W YOR110W YLR403W	105.281	-|?|binding enriched	151.741	46.153	117.949
000100110: 3814 1 180	YGR294W YLR403W YCR084C	88.171	binding enriched|-|?	128.628	89.732	46.153
000100110: 3821 23 81	YIR027C YOR110W YJL127C	75.5903333333	?|?|binding enriched	64.848	64.947	96.976
000100110: 3821 23 1	YIR027C YOR110W YLR403W	136.814333333	-|-|binding enriched	151.741	161.726	96.976
000100110: 3823 10 218	YJR053W YIL101C YDR463W	81.9276666667	binding enriched|binding enriched|binding enriched	84.72	97.867	63.196
000100110: 3826 77 53	YLR267W YMR037C YNL103W	129.597	?|?|binding enriched	99.046	127.317	162.428
000100110: 3826 77 8	YLR267W YMR037C YDR253C	120.982	bound|bound|binding enriched	72.865	127.653	162.428
000100110: 3826 53 40	YLR267W YNL103W YDL005C	130.666333333	binding enriched|binding enriched|?	94.296	170.386	127.317
000100110: 3826 12 10	YLR267W YLR071C YIL101C	87.2183333333	binding enriched|binding enriched|binding enriched	36.168	116.332	109.155
000100110: 3826 10 77	YLR267W YIL101C YMR037C	114.661	binding enriched|binding enriched|binding enriched	65.223	162.428	116.332
000100110: 3827 12 10	YDR357C YLR071C YIL101C	83.689	binding enriched|binding enriched|binding enriched	36.168	92.881	122.018
000100110: 3828 173 10	YOL025W YML007W YIL101C	55.8043333333	binding enriched|binding enriched|binding enriched	63.256	53.305	50.852
000100110: 3828 23 173	YOL025W YOR110W YML007W	68.9166666667	binding enriched|binding enriched|binding enriched	100.486	50.852	55.412
000100110: 3832 517 1	YJL223C YLR418C YLR403W	96.6716666667	?|?|+	11.635	135.951	142.429
000100110: 3832 1 180	YJL223C YLR403W YCR084C	120.844333333	binding enriched|-|?	128.628	97.954	135.951
000100110: 3833 10 75	YPR047W YIL101C YIL131C	48.461	binding enriched|binding enriched|binding enriched	15.768	71.972	57.643
000100110: 3834 180 49	YOR161C YCR084C YNL216W	81.6496666667	+|binding enriched|binding enriched	84.077	46.528	114.344
000100110: 3834 175 10	YOR161C YGL073W YIL101C	75.2676666667	binding enriched|binding enriched|+	31.343	86.897	107.563
000100110: 3834 175 1	YOR161C YGL073W YLR403W	117.039666667	?|-|+	99.523	144.033	107.563
000100110: 3834 46 77	YOR161C YLR176C YMR037C	132.927	binding enriched|binding enriched|binding enriched	157.539	88.837	152.405
000100110: 3834 10 156	YOR161C YIL101C YDR207C	76.014	-|binding enriched|binding enriched	85.653	55.492	86.897
000100110: 3834 10 77	YOR161C YIL101C YMR037C	80.319	binding enriched|binding enriched|binding enriched	65.223	88.837	86.897
000100110: 3834 10 1	YOR161C YIL101C YLR403W	116.049666667	+|-|binding enriched	117.219	144.033	86.897
000100110: 3834 1 180	YOR161C YLR403W YCR084C	129.001666667	binding enriched|binding enriched|-	128.628	114.344	144.033
000100110: 3841 277 173	YER025W YIL036W YML007W	45.323	binding enriched|binding enriched|+	51.32	53.752	30.897
000100110: 3841 180 277	YER025W YCR084C YIL036W	40.1486666667	+|+|+	37.974	30.897	51.575
000100110: 3841 175 75	YER025W YGL073W YIL131C	33.6533333333	binding enriched|binding enriched|+	15.988	38.247	46.725
000100110: 3841 175 1	YER025W YGL073W YLR403W	96.7143333333	?|+|+	99.523	143.895	46.725
000100110: 3841 173 175	YER025W YML007W YGL073W	62.054	+|+|binding enriched	85.685	46.725	53.752
000100110: 3841 173 1	YER025W YML007W YLR403W	123.831666667	?|+|binding enriched	173.848	143.895	53.752
000100110: 3841 97 173	YER025W YOR174W YML007W	87.6866666667	binding enriched|binding enriched|binding enriched	118.245	53.752	91.063
000100110: 3841 1 180	YER025W YLR403W YCR084C	108.032666667	binding enriched|+|+	128.628	51.575	143.895
000100110: 3842 137 53	YOL164W YIR018W YNL103W	67.8676666667	?|?|?	92.63	26.209	84.764
000100110: 3842 137 29	YOL164W YIR018W YDL170W	94.1466666667	binding enriched|binding enriched|?	116.38	81.296	84.764
000100110: 3842 137 8	YOL164W YIR018W YDR253C	104.121333333	bound|bound|?	125.777	101.823	84.764
000100110: 3842 81 40	YOL164W YJL127C YDL005C	64.1833333333	binding enriched|binding enriched|?	82.494	85.992	24.064
000100110: 3842 53 40	YOL164W YNL103W YDL005C	68.8323333333	binding enriched|binding enriched|?	94.296	85.992	26.209
000100110: 3842 29 1	YOL164W YDL170W YLR403W	127.714666667	?|?|binding enriched	153.574	148.274	81.296
000100110: 3842 10 1	YOL164W YIL101C YLR403W	108.782666667	+|?|binding enriched	117.219	148.274	60.855
000100110: 3844 1071 97	YBR214W YOL116W YOR174W	78.551	binding enriched|binding enriched|+	31.6	99.788	104.265
000100110: 3844 165 59	YBR214W YLR266C YPR086W	98.6076666667	binding enriched|binding enriched|+	146.979	82.264	66.58
000100110: 3844 165 55	YBR214W YLR266C YER159C	75.7066666667	binding enriched|binding enriched|+	95.555	64.985	66.58
000100110: 3844 165 33	YBR214W YLR266C YGR252W	55.2856666667	binding enriched|binding enriched|+	66.589	32.688	66.58
000100110: 3844 165 10	YBR214W YLR266C YIL101C	81.6256666667	binding enriched|binding enriched|+	116.248	62.049	66.58
000100110: 3844 59 97	YBR214W YPR086W YOR174W	87.5393333333	binding enriched|binding enriched|binding enriched	80.566	99.788	82.264
000100110: 3844 10 75	YBR214W YIL101C YIL131C	44.6796666667	binding enriched|binding enriched|binding enriched	15.768	56.222	62.049
000100110: 3844 10 59	YBR214W YIL101C YPR086W	68.6863333333	binding enriched|binding enriched|binding enriched	61.746	82.264	62.049
000100110: 3844 10 33	YBR214W YIL101C YGR252W	50.1723333333	binding enriched|binding enriched|binding enriched	55.78	32.688	62.049
000100110: 3851 156 20	YPL274W YDR207C YPR104C	58.5473333333	binding enriched|binding enriched|binding enriched	54.89	54.761	65.991
000100110: 3851 77 53	YPL274W YMR037C YNL103W	90.7343333333	?|?|binding enriched	99.046	101.808	71.349
000100110: 3851 77 8	YPL274W YMR037C YDR253C	68.9443333333	bound|bound|binding enriched	72.865	62.619	71.349
000100110: 3851 53 23	YPL274W YNL103W YOR110W	85.934	binding enriched|binding enriched|?	52.768	103.226	101.808
000100110: 3851 8 355	YPL274W YDR253C YJL056C	93.5136666667	?|?|bound	104.058	113.864	62.619
000100110: 3852 699 1	YBR085W YMR070W YLR403W	111.467333333	+|?|-	158.528	108.402	67.472
000100110: 3853 23 81	YKL212W YOR110W YJL127C	55.085	?|?|binding enriched	64.848	73.537	26.87
000100110: 3857 23 1	YHR157W YOR110W YLR403W	127.243333333	-|?|binding enriched	151.741	123.75	106.239
000100110: 3860 53 23	YHR099W YNL103W YOR110W	79.6746666667	binding enriched|binding enriched|?	52.768	92.545	93.711
000100110: 3861 1417 1	YFR026C YLR131C YLR403W	133.271333333	?|?|-	88.091	194.589	117.134
000100110: 3861 517 44	YFR026C YLR418C YDR259C	147.883333333	binding enriched|binding enriched|-	125.233	122.891	195.526
000100110: 3861 517 1	YFR026C YLR418C YLR403W	133.916666667	?|?|-	11.635	194.589	195.526
000100110: 3861 44 81	YFR026C YDR259C YJL127C	109.602	?|?|binding enriched	111.077	94.838	122.891
000100110: 3862 23 1	YMR073C YOR110W YLR403W	122.327333333	-|-|binding enriched	151.741	156.89	58.351
000100110: 3863 164 81	YLR377C YOR028C YJL127C	122.71	?|?|binding enriched	59.08	139.023	170.027
000100110: 3863 46 77	YLR377C YLR176C YMR037C	115.627666667	binding enriched|binding enriched|binding enriched	157.539	160.923	28.421
000100110: 3864 1 180	YHR154W YLR403W YCR084C	90.3286666667	binding enriched|binding enriched|-	128.628	23.531	118.827
000100110: 3864 1 31	YHR154W YLR403W YBR049C	81.3833333333	binding enriched|binding enriched|-	118.46	6.863	118.827
000100110: 3866 10 75	YGL019W YIL101C YIL131C	28.6523333333	binding enriched|binding enriched|binding enriched	15.768	38.705	31.484
000100110: 3871 137 31	YER105C YIR018W YBR049C	71.2046666667	binding enriched|binding enriched|?	73.114	60.318	80.182
000100110: 3874 143 49	YBL022C YDR392W YNL216W	88.6036666667	binding enriched|binding enriched|binding enriched	70.975	76.829	118.007
000100110: 3874 143 10	YBL022C YDR392W YIL101C	81.768	binding enriched|binding enriched|binding enriched	93.386	33.911	118.007
000100110: 3874 10 59	YBL022C YIL101C YPR086W	51.9183333333	binding enriched|binding enriched|binding enriched	61.746	60.098	33.911
000100110: 3874 10 1	YBL022C YIL101C YLR403W	97.438	+|?|binding enriched	117.219	141.184	33.911
000100110: 3874 3 1	YBL022C YDR423C YLR403W	120.052666667	?|?|-	109.627	141.184	109.347
000100110: 3875 173 1	YIL044C YML007W YLR403W	120.126666667	?|?|binding enriched	173.848	132.559	53.973
000100110: 3875 97 173	YIL044C YOR174W YML007W	93.3273333333	binding enriched|binding enriched|binding enriched	118.245	53.973	107.764
000100110: 3875 1 31	YIL044C YLR403W YBR049C	100.937666667	binding enriched|binding enriched|?	118.46	51.794	132.559
000100110: 3877 10 75	YPL120W YIL101C YIL131C	54.6213333333	binding enriched|binding enriched|binding enriched	15.768	77.64	70.456
000100110: 3877 10 59	YPL120W YIL101C YPR086W	56.914	binding enriched|binding enriched|binding enriched	61.746	38.54	70.456
000100110: 3878 90 10	YKR045C YER040W YIL101C	54.2123333333	binding enriched|binding enriched|binding enriched	24.196	67.629	70.812
000100110: 3879 173 10	YDR294C YML007W YIL101C	91.2283333333	binding enriched|binding enriched|-	63.256	87.625	122.804
000100110: 3881 10 75	YDL161W YIL101C YIL131C	62.1943333333	binding enriched|binding enriched|binding enriched	15.768	90.962	79.853
000100110: 3883 53 23	YDR254W YNL103W YOR110W	69.7186666667	binding enriched|binding enriched|?	52.768	66.504	89.884
000100110: 3884 23 1	YBR167C YOR110W YLR403W	112.516666667	-|-|binding enriched	151.741	80.886	104.923
000100110: 3887 137 29	YER174C YIR018W YDL170W	101.614333333	binding enriched|binding enriched|?	116.38	93.65	94.813
000100110: 3887 29 1	YER174C YDL170W YLR403W	115.128333333	?|?|binding enriched	153.574	98.161	93.65
000100110: 3888 23 1	YGR003W YOR110W YLR403W	139.677333333	-|?|binding enriched	151.741	161.613	105.678
000100110: 3888 1 31	YGR003W YLR403W YBR049C	114.253333333	binding enriched|binding enriched|?	118.46	62.687	161.613
000100110: 3890 124 1	YGR217W YKL185W YLR403W	106.919	-|?|binding enriched	158.178	61.477	101.102
000100110: 3893 44 137	YMR179W YDR259C YIR018W	98.205	binding enriched|binding enriched|binding enriched	133.553	107.031	54.031
000100110: 3893 44 10	YMR179W YDR259C YIL101C	71.7256666667	binding enriched|binding enriched|binding enriched	88.913	72.233	54.031
000100110: 3893 10 1	YMR179W YIL101C YLR403W	103.974666667	+|?|binding enriched	117.219	122.472	72.233
000100110: 3894 387 59	YLL023C YGR116W YPR086W	81.4513333333	binding enriched|binding enriched|binding enriched	81.974	87.624	74.756
000100110: 3894 175 59	YLL023C YGL073W YPR086W	77.299	binding enriched|binding enriched|+	89.753	87.624	54.52
000100110: 3897 90 10	YMR288W YER040W YIL101C	54.6496666667	binding enriched|binding enriched|binding enriched	24.196	59.018	80.735
000100110: 3898 3 1	YPL013C YDR423C YLR403W	133.066666667	?|-|-	109.627	170.659	118.914
000100110: 3899 156 97	YLL029W YDR207C YOR174W	97.2676666667	binding enriched|binding enriched|binding enriched	58.534	110.802	122.467
000100110: 3901 156 40	YLR346C YDR207C YDL005C	134.549333333	binding enriched|binding enriched|binding enriched	110.681	169.195	123.772
000100110: 3901 137 156	YLR346C YIR018W YDR207C	139.575333333	binding enriched|binding enriched|?	127.028	123.772	167.926
000100110: 3901 137 143	YLR346C YIR018W YDR392W	142.123333333	binding enriched|binding enriched|?	143.08	115.364	167.926
000100110: 3902 175 10	YOR047C YGL073W YIL101C	55.5483333333	binding enriched|binding enriched|+	31.343	54.045	81.257
000100110: 3902 44 10	YOR047C YDR259C YIL101C	76.8006666667	binding enriched|binding enriched|binding enriched	88.913	54.045	87.444
000100110: 3902 25 44	YOR047C YOL148C YDR259C	78.1413333333	binding enriched|binding enriched|+	103.836	87.444	43.144
000100110: 3902 12 10	YOR047C YLR071C YIL101C	58.8133333333	binding enriched|binding enriched|binding enriched	36.168	54.045	86.227
000100110: 3902 10 156	YOR047C YIL101C YDR207C	74.298	-|binding enriched|binding enriched	85.653	83.196	54.045
000100110: 3905 402 44	YMR236W YPL139C YDR259C	43.4616666667	binding enriched|binding enriched|+	51.923	47.474	30.988
000100110: 3912 31 59	YMR196W YBR049C YPR086W	54.6543333333	binding enriched|binding enriched|binding enriched	57.992	45.519	60.452
000100110: 3914 173 40	YLR385C YML007W YDL005C	120.291333333	binding enriched|binding enriched|binding enriched	13.486	173.676	173.712
000100110: 3914 173 10	YLR385C YML007W YIL101C	118.663	binding enriched|binding enriched|binding enriched	63.256	119.021	173.712
000100110: 3914 97 173	YLR385C YOR174W YML007W	142.551666667	binding enriched|binding enriched|binding enriched	118.245	173.712	135.698
000100110: 3914 44 10	YLR385C YDR259C YIL101C	111.935	binding enriched|binding enriched|binding enriched	88.913	119.021	127.871
000100110: 3914 23 173	YLR385C YOR110W YML007W	143.537666667	binding enriched|binding enriched|binding enriched	100.486	173.712	156.415
000100110: 3914 10 75	YLR385C YIL101C YIL131C	80.907	binding enriched|binding enriched|binding enriched	15.768	107.932	119.021
000100110: 3915 517 1	YFL064C YLR418C YLR403W	105.878333333	?|-|+	11.635	152.228	153.772
000100110: 3920 29 1	YER096W YDL170W YLR403W	110.904666667	?|?|binding enriched	153.574	105.023	74.117
000100110: 3922 1 31	YPL118W YLR403W YBR049C	97.0523333333	binding enriched|binding enriched|-	118.46	53.765	118.932
000100110: 3923 175 1	YLR175W YGL073W YLR403W	71.2516666667	?|+|+	99.523	29.748	84.484
000100110: 3923 83 1	YLR175W YPL075W YLR403W	103.539	?|+|+	143.582	29.748	137.287
000100110: 3924 175 1	YGL189C YGL073W YLR403W	72.9166666667	?|+|+	99.523	78.415	40.812
000100110: 3924 86 1	YGL189C YLR223C YLR403W	63.4516666667	+|+|bound	27.878	78.415	84.062
000100110: 3924 83 1	YGL189C YPL075W YLR403W	106.579	?|+|+	143.582	78.415	97.74
000100110: 3924 49 31	YGL189C YNL216W YBR049C	75.469	binding enriched|+|+	94.046	78.295	54.066
000100110: 3924 1 31	YGL189C YLR403W YBR049C	91.7233333333	binding enriched|+|+	118.46	78.295	78.415
000100110: 3926 10 1	YLR209C YIL101C YLR403W	87.2956666667	+|?|binding enriched	117.219	34.303	110.365
000100110: 3928 387 59	YDR379C-A YGR116W YPR086W	83.904	binding enriched|binding enriched|binding enriched	81.974	77.082	92.656
000100110: 3928 387 55	YDR379C-A YGR116W YER159C	74.3023333333	binding enriched|binding enriched|binding enriched	58.751	71.5	92.656
000100110: 3928 18 40	YDR379C-A YPL254W YDL005C	97.335	binding enriched|binding enriched|binding enriched	102.533	128.971	60.501
000100110: 3928 18 23	YDR379C-A YPL254W YOR110W	77.946	binding enriched|binding enriched|binding enriched	99.076	74.261	60.501
000100110: 3929 44 137	YLR117C YDR259C YIR018W	108.967666667	binding enriched|binding enriched|binding enriched	133.553	77.773	115.577
000100110: 3931 1208 1	YOR175C YPL042C YLR403W	135.739333333	?|?|-	164.113	129.529	113.576
000100110: 3932 277 33	YBR162C YIL036W YGR252W	70.2216666667	binding enriched|binding enriched|+	87.218	38.403	85.044
000100110: 3932 175 1	YBR162C YGL073W YLR403W	81.447	?|-|+	99.523	82.801	62.017
000100110: 3932 83 33	YBR162C YPL075W YGR252W	63.5393333333	binding enriched|binding enriched|+	91.427	38.403	60.788
000100110: 3932 83 1	YBR162C YPL075W YLR403W	95.7236666667	?|-|+	143.582	82.801	60.788
000100110: 3932 25 33	YBR162C YOL148C YGR252W	82.319	binding enriched|binding enriched|+	95.045	38.403	113.509
000100110: 3937 23 1	YOR117W YOR110W YLR403W	105.509666667	-|?|binding enriched	151.741	156.655	8.133
000100110: 3938 164 1	YAR029W YOR028C YLR403W	142.330333333	-|?|binding enriched	166.624	194.676	65.691
000100110: 3941 534 12	YGR049W YPR065W YLR071C	68.7706666667	binding enriched|binding enriched|-	95.309	13.925	97.078
000100110: 3942 10 75	YHL017W YIL101C YIL131C	48.5033333333	binding enriched|binding enriched|binding enriched	15.768	70.668	59.074
000100110: 3943 44 81	YOR008C-A YDR259C YJL127C	100.184666667	?|?|binding enriched	111.077	69.044	120.433
000100110: 3945 44 81	YEL062W YDR259C YJL127C	90.2926666667	?|?|binding enriched	111.077	45.596	114.205
000100110: 3945 44 10	YEL062W YDR259C YIL101C	76.2136666667	binding enriched|binding enriched|binding enriched	88.913	25.523	114.205
000100110: 3945 10 33	YEL062W YIL101C YGR252W	49.9876666667	binding enriched|binding enriched|binding enriched	55.78	68.66	25.523
000100110: 3947 829 23	YHR176W YKL015W YOR110W	87.3686666667	binding enriched|binding enriched|binding enriched	80.277	99.782	82.047
000100110: 3947 53 23	YHR176W YNL103W YOR110W	80.898	binding enriched|binding enriched|?	52.768	99.782	90.144
000100110: 3947 23 81	YHR176W YOR110W YJL127C	84.7093333333	?|?|binding enriched	64.848	89.498	99.782
000100110: 3948 23 81	YBR120C YOR110W YJL127C	90.3003333333	?|?|binding enriched	64.848	100.337	105.716
000100110: 3951 55 1	YDR007W YER159C YLR403W	115.233666667	?|-|binding enriched	90.858	161.76	93.083
000100110: 3958 173 1	YNL108C YML007W YLR403W	131.357333333	?|?|binding enriched	173.848	117.499	102.725
000100110: 3959 83 1	YNR043W YPL075W YLR403W	140.745	?|?|+	143.582	164.161	114.492
000100110: 3959 49 31	YNR043W YNL216W YBR049C	86.424	binding enriched|+|+	94.046	104.028	61.198
000100110: 3959 1 31	YNR043W YLR403W YBR049C	128.883	binding enriched|+|?	118.46	104.028	164.161
000100110: 3960 44 10	YPR089W YDR259C YIL101C	69.7703333333	binding enriched|binding enriched|binding enriched	88.913	60.121	60.277
000100110: 3960 10 75	YPR089W YIL101C YIL131C	49.7196666667	binding enriched|binding enriched|binding enriched	15.768	73.27	60.121
000100110: 3960 10 33	YPR089W YIL101C YGR252W	67.228	binding enriched|binding enriched|binding enriched	55.78	85.783	60.121
000100110: 3961 81 40	YBL046W YJL127C YDL005C	77.315	binding enriched|binding enriched|?	82.494	64.443	85.008
000100110: 3961 31 59	YBL046W YBR049C YPR086W	51.9963333333	binding enriched|binding enriched|binding enriched	57.992	73.544	24.453
000100110: 3961 10 59	YBL046W YIL101C YPR086W	59.518	binding enriched|binding enriched|binding enriched	61.746	73.544	43.264
000100110: 3961 10 1	YBL046W YIL101C YLR403W	93.8016666667	+|-|binding enriched	117.219	120.922	43.264
000100110: 3961 1 31	YBL046W YLR403W YBR049C	87.945	binding enriched|binding enriched|-	118.46	24.453	120.922
000100110: 3962 83 1	YER148W YPL075W YLR403W	110.233	?|?|+	143.582	97.717	89.4
000100110: 3964 23 1	YDR117C YOR110W YLR403W	123.849333333	-|?|binding enriched	151.741	149.144	70.663
000100110: 3965 44 53	YHR113W YDR259C YNL103W	94.2916666667	?|?|binding enriched	95.715	106.436	80.724
000100110: 3966 31 143	YPL003W YBR049C YDR392W	106.73	binding enriched|binding enriched|binding enriched	110.633	137.205	72.352
000100110: 3966 31 59	YPL003W YBR049C YPR086W	65.7026666667	binding enriched|binding enriched|binding enriched	57.992	66.764	72.352
000100110: 3967 371 44	YFR021W YGL013C YDR259C	98.399	binding enriched|binding enriched|-	120.677	125.024	49.496
000100110: 3967 311 44	YFR021W YDR123C YDR259C	86.1376666667	binding enriched|binding enriched|binding enriched	37.517	125.024	95.872
000100110: 3970 29 31	YBR131W YDL170W YBR049C	82.7883333333	binding enriched|binding enriched|binding enriched	107.714	30.549	110.102
000100110: 3970 29 1	YBR131W YDL170W YLR403W	120.476	?|?|binding enriched	153.574	97.752	110.102
000100110: 3970 1 31	YBR131W YLR403W YBR049C	82.2536666667	binding enriched|binding enriched|?	118.46	30.549	97.752
000100110: 3971 143 75	YDL180W YDR392W YIL131C	72.956	binding enriched|binding enriched|binding enriched	98.032	80.449	40.387
000100110: 3971 44 53	YDL180W YDR259C YNL103W	67.0243333333	?|?|binding enriched	95.715	69.71	35.648
000100110: 3972 31 182	YPR175W YBR049C YBR081C	50.135	binding enriched|binding enriched|binding enriched	22.558	59.066	68.781
000100110: 3972 1 31	YPR175W YLR403W YBR049C	108.964666667	binding enriched|binding enriched|?	118.46	68.781	139.653
000100110: 3977 44 137	YLR289W YDR259C YIR018W	144.309333333	binding enriched|?|binding enriched	133.553	169.151	130.224
000100110: 3984 173 40	YIL135C YML007W YDL005C	53.83	binding enriched|binding enriched|binding enriched	13.486	71.624	76.38
000100110: 3984 23 173	YIL135C YOR110W YML007W	85.1303333333	binding enriched|binding enriched|binding enriched	100.486	76.38	78.525
000100110: 3986 55 1	YGL248W YER159C YLR403W	61.9456666667	?|-|binding enriched	90.858	72.019	22.96
000100110: 3988 10 59	YGR136W YIL101C YPR086W	57.704	binding enriched|binding enriched|binding enriched	61.746	74.07	37.296
000100110: 3988 10 1	YGR136W YIL101C YLR403W	78.4876666667	+|+|binding enriched	117.219	80.948	37.296
000100110: 3988 3 1	YGR136W YDR423C YLR403W	87.2496666667	?|+|-	109.627	80.948	71.174
000100110: 3994 252 31	YLR264W YDR146C YBR049C	112.089666667	binding enriched|+|binding enriched	82.008	114.155	140.106
000100110: 3994 252 18	YLR264W YDR146C YPL254W	98.8973333333	binding enriched|+|binding enriched	51.25	105.336	140.106
000100110: 3994 175 1	YLR264W YGL073W YLR403W	70.255	?|+/-|+	99.523	15.893	95.349
000100110: 3994 86 1	YLR264W YLR223C YLR403W	19.7176666667	+|+/-|bound	27.878	15.893	15.382
000100110: 3994 83 1	YLR264W YPL075W YLR403W	100.818	?|+/-|+	143.582	15.893	142.979
000100110: 3994 49 31	YLR264W YNL216W YBR049C	114.190333333	binding enriched|+|+	94.046	114.155	134.37
000100110: 3994 31 18	YLR264W YBR049C YPL254W	90.4	binding enriched|+|+	51.709	105.336	114.155
000100110: 3994 1 31	YLR264W YLR403W YBR049C	82.836	binding enriched|+|+/-	118.46	114.155	15.893
000100110: 3996 248 40	YBR238C YJR127C YDL005C	79.7126666667	binding enriched|binding enriched|binding enriched	61.839	106.314	70.985
000100110: 3996 248 12	YBR238C YJR127C YLR071C	64.491	binding enriched|binding enriched|binding enriched	59.218	63.27	70.985
000100110: 3996 25 44	YBR238C YOL148C YDR259C	99.7096666667	binding enriched|binding enriched|+	103.836	81.742	113.551
000100110: 3997 44 81	YGR236C YDR259C YJL127C	89.2993333333	?|?|binding enriched	111.077	77.134	79.687
000100110: 3997 44 10	YGR236C YDR259C YIL101C	74.475	binding enriched|binding enriched|binding enriched	88.913	54.825	79.687
000100110: 3999 180 277	YLR429W YCR084C YIL036W	100.914	+|+|+	37.974	140.882	123.886
000100110: 3999 23 1	YLR429W YOR110W YLR403W	109.121333333	-|?|binding enriched	151.741	22.154	153.469
000100110: 3999 1 180	YLR429W YLR403W YCR084C	91.556	binding enriched|+|?	128.628	123.886	22.154
000100110: 4001 70 44	YDR376W YNL330C YDR259C	45.126	binding enriched|binding enriched|binding enriched	63.684	23.874	47.82
000100110: 4001 70 33	YDR376W YNL330C YGR252W	57.4586666667	binding enriched|binding enriched|binding enriched	57.795	66.761	47.82
000100110: 4001 44 10	YDR376W YDR259C YIL101C	67.1576666667	binding enriched|binding enriched|binding enriched	88.913	88.686	23.874
000100110: 4001 10 156	YDR376W YIL101C YDR207C	69.337	-|binding enriched|binding enriched	85.653	33.672	88.686
000100110: 4001 10 33	YDR376W YIL101C YGR252W	70.409	binding enriched|binding enriched|binding enriched	55.78	66.761	88.686
000100110: 4002 44 137	YBR215W YDR259C YIR018W	109.54	binding enriched|?|binding enriched	133.553	109.651	85.416
000100110: 4002 44 81	YBR215W YDR259C YJL127C	97.743	?|?|binding enriched	111.077	96.736	85.416
000100110: 4002 36 75	YBR215W YKL032C YIL131C	86.428	binding enriched|binding enriched|-	85.182	55.475	118.627
000100110: 4003 23 1	YJL074C YOR110W YLR403W	118.024	-|?|binding enriched	151.741	148.378	53.953
000100110: 4004 90 44	YDL211C YER040W YDR259C	71.084	binding enriched|binding enriched|binding enriched	105.949	36.32	70.983
000100110: 4004 90 10	YDL211C YER040W YIL101C	50.7906666667	binding enriched|binding enriched|binding enriched	24.196	57.193	70.983
000100110: 4004 90 1	YDL211C YER040W YLR403W	108.334666667	?|?|binding enriched	131.349	122.672	70.983
000100110: 4004 44 10	YDL211C YDR259C YIL101C	60.8086666667	binding enriched|binding enriched|binding enriched	88.913	57.193	36.32
000100110: 4004 10 1	YDL211C YIL101C YLR403W	99.028	+|?|binding enriched	117.219	122.672	57.193
000100110: 4006 10 1	YOR051C YIL101C YLR403W	113.449	+|-|binding enriched	117.219	162.995	60.133
000100110: 4007 10 59	YBL047C YIL101C YPR086W	58.4743333333	binding enriched|binding enriched|binding enriched	61.746	72.318	41.359
000100110: 4015 10 218	YOR148C YIL101C YDR463W	71.857	binding enriched|binding enriched|binding enriched	84.72	49.336	81.515
000100110: 4018 83 1	YGR135W YPL075W YLR403W	100.114	?|-|+	143.582	81.448	75.312
000100110: 4018 31 59	YGR135W YBR049C YPR086W	61.2616666667	binding enriched|binding enriched|binding enriched	57.992	73.565	52.228
000100110: 4018 1 31	YGR135W YLR403W YBR049C	84.0453333333	binding enriched|binding enriched|-	118.46	52.228	81.448
000100110: 4019 180 49	YCR104W YCR084C YNL216W	72.0663333333	+|-|-	84.077	107.815	24.307
000100110: 4021 277 173	YER120W YIL036W YML007W	75.628	binding enriched|binding enriched|+	51.32	104.041	71.523
000100110: 4021 277 33	YER120W YIL036W YGR252W	62.043	binding enriched|binding enriched|+	87.218	27.388	71.523
000100110: 4021 173 83	YER120W YML007W YPL075W	87.5346666667	-|+|binding enriched	62.649	95.914	104.041
000100110: 4021 97 173	YER120W YOR174W YML007W	97.7566666667	binding enriched|binding enriched|binding enriched	118.245	104.041	70.984
000100110: 4021 83 33	YER120W YPL075W YGR252W	71.5763333333	binding enriched|binding enriched|+	91.427	27.388	95.914
000100110: 4023 1 180	YOR128C YLR403W YCR084C	129.530666667	binding enriched|binding enriched|?	128.628	106.209	153.755
000100110: 4024 156 97	YBR196C-B YDR207C YOR174W	76.5803333333	binding enriched|binding enriched|binding enriched	58.534	95.664	75.543
000100110: 4024 156 20	YBR196C-B YDR207C YPR104C	68.3186666667	binding enriched|binding enriched|binding enriched	54.89	74.523	75.543
