id1	id2	reg	distance
YIL036W	YKR059W	+	95.701
YOL004W	YJL088W	-	65.158
YLR176C	YPR081C	binding enriched	148.842
YML007W	YFR040W	-	33.975
YNL103W	YGL125W	?	39.672
YGL073W	YBR286W	+	68.855
YOR174W	YIR011C	binding enriched	121.053
YGR252W	YKR072C	binding enriched	116.717
YDL020C	YNL160W	-	80.309
YIL101C	YOR327C	binding enriched	83.955
YDR463W	YHL047C	-	121.086
YJL127C	YEL054C	+	46.253
YNL216W	YGR253C	binding enriched	71.209
YBR049C	YNL221C	binding enriched	88.626
YLR176C	YIR038C	binding enriched	144.237
YIL131C	YDR392W	binding enriched	98.032
YDR392W	YCR102C	binding enriched	129.663
YOR174W	YGL153W	binding enriched	80.413
YPR086W	YPL004C	binding enriched	66.981
YOR110W	YCL027W	binding enriched	100.414
YDR259C	YIL148W	binding enriched	105.017
YDR259C	YDR351W	binding enriched	17.236
YOR174W	YLR099W-A	binding enriched	87.590
YKR099W	YGR027W-A	-	89.463
YOR110W	YJL065C	binding enriched	52.986
YER159C	YJR096W	binding enriched	53.614
YIL131C	YNL185C	binding enriched	48.694
YNL216W	YJL012C	+	75.515
YGR252W	YDL157C	binding enriched	94.842
YBR081C	YLR327C	binding enriched	93.644
YPL075W	YDR353W	+	91.738
YDL170W	YDR182W-A	binding enriched	49.505
YBR049C	YBR249C	+	50.751
YDR397C	YJR006W	binding enriched	134.402
YDR259C	YBL104C	binding enriched	120.308
YGR116W	YBR249C	binding enriched	25.388
YML007W	YHR042W	binding enriched	41.337
YOR174W	YOL043C	binding enriched	66.875
YPL254W	YMR038C	+	69.812
YIL131C	YBR132C	binding enriched	66.719
YIL131C	YLR043C	binding enriched	30.996
YGR252W	YDR054C	binding enriched	100.695
YIL101C	YGR008C	binding enriched	48.369
YPL254W	YMR045C	+	63.743
YIR018W	YML131W	?	73.988
YDR169C	YCL027W	+	109.078
YLR403W	YMR119W-A	+	134.224
YLR451W	YHR208W	+	101.196
YHR084W	YGL147C	binding enriched	88.861
YDR423C	YNR009W	+	131.571
YJR140C	YGR108W	+	78.838
YGR252W	YBR137W	binding enriched	52.213
YLR403W	YPL221W	?	94.353
YIL101C	YKL058W	binding enriched	57.314
YNL068C	YLR152C	binding enriched	72.237
YDR253C	YER088C	bound	75.442
YDR259C	YOR369C	binding enriched	68.487
YMR037C	YIL089W	binding enriched	61.138
YGR252W	YDR152W	binding enriched	90.688
YBR049C	YER085C	binding enriched	74.772
YBR049C	YFR052W	+	88.537
YPR086W	YJR006W	binding enriched	85.204
YDR259C	YLR157C	binding enriched	118.352
YDL005C	YGR037C	binding enriched	65.432
YNL199C	YOR393W	+	65.725
YNL103W	YHR007C	?	96.442
YIL101C	YGL070C	binding enriched	31.357
YGL181W	YPL257W-A	+	75.243
YBR049C	YOR237W	binding enriched	115.073
YEL009C	YHR022C	?	50.799
YOL148C	YLR355C	+	160.490
YIR018W	YOR275C	binding enriched	125.582
YLR014C	YOR034C	+	42.687
YPR086W	YDR171W	binding enriched	42.054
YGL073W	YJR015W	+	86.216
YGR116W	YNL079C	binding enriched	74.312
YOR110W	YPL101W	binding enriched	95.891
YGL035C	YMR085W	-	86.202
YDL005C	YFL021W	binding enriched	6.211
YML027W	YLR465C	-	159.529
YDL005C	YPR159C-A	binding enriched	83.036
YIL131C	YFL057C	binding enriched	60.061
YIR018W	YOR255W	?	124.866
YIL131C	YHR036W	binding enriched	57.982
YLR403W	YER069W	+	103.659
YOL108C	YKR018C	binding enriched	65.041
YDR259C	YLR298C	binding enriched	128.936
YNL216W	YEL046C	+	74.626
YLR176C	YOR379C	-	94.433
YMR037C	YPL166W	binding enriched	51.272
YHR058C	YGR198W	binding enriched	67.844
YOR174W	YNL297C	binding enriched	18.783
YPR052C	YPL055C	binding enriched	33.681
YDR207C	YDR365W-B	+	40.037
YNL216W	YDR299W	-	78.761
YER159C	YIL121W	binding enriched	42.712
YLR403W	YFR001W	-	173.954
YDR463W	YOL077C	binding enriched	73.814
YPR086W	YGR215W	binding enriched	81.696
YDR253C	YLR141W	bound	91.516
YML007W	YJL058C	binding enriched	82.008
YNL236W	YPL240C	+	94.683
YHR058C	YIL009W	binding enriched	75.512
YER159C	YLR312C	binding enriched	99.125
YLR403W	YOR361C	+	94.209
YDR448W	YDR046C	binding enriched	86.229
YNL330C	YLR465C	+	97.861
YJL127C	YOR009W	?	68.685
YLR403W	YNL231C	?	132.294
YLR403W	YOR303W	?	107.352
YPR104C	YDR234W	binding enriched	61.746
YJR060W	YOL016C	-	44.933
YOR344C	YMR045C	+	118.482
YDR207C	YDR180W	binding enriched	17.184
YOR110W	YGR283C	binding enriched	106.977
YEL009C	YOR391C	?	125.582
YJL127C	YKL209C	?	71.425
YPR086W	YOL032W	binding enriched	64.246
YJL127C	YJR047C	?	45.209
YDR259C	YBR126C	binding enriched	82.611
YLR223C	YLR388W	bound	24.015
YER111C	YDR487C	binding enriched	67.809
YPL075W	YOR095C	+	94.293
YLR403W	YOL101C	+	150.132
YKL112W	YIL051C	+	93.289
YDR463W	YLR102C	binding enriched	93.454
YML007W	YGR007W	binding enriched	30.167
YJL127C	YOL085C	?	41.934
YGR252W	YLR262C-A	binding enriched	65.044
YLR403W	YOL127W	+	133.099
YDR392W	YDL182W	binding enriched	40.247
YNL103W	YER019W	?	63.119
YLR176C	YJL193W	binding enriched	135.315
YLR403W	YFL031W	+	168.124
YKL015W	YIL123W	binding enriched	73.811
YNL236W	YBR005W	+	88.991
YDR463W	YHR011W	binding enriched	119.968
YDR146C	YER042W	binding enriched	93.009
YPL075W	YLR150W	+	91.226
YDR463W	YLR304C	binding enriched	116.155
YPR065W	YLR261C	-	160.343
YDL005C	YJL176C	binding enriched	109.817
YLR403W	YGR202C	?	80.574
YJL127C	YLL061W	?	50.153
YBR112C	YHR080C	binding enriched	32.675
YGL073W	YER056C-A	+	31.250
YDR259C	YER154W	binding enriched	73.859
YDL005C	YGR093W	binding enriched	87.951
YDR463W	YAL054C	binding enriched	117.666
YLR403W	YGL258W	?	83.948
YLR223C	YBL087C	bound	86.478
YML007W	YJR027W	-	67.922
YJL127C	YPR158W-B	-	108.553
YBR049C	YLR356W	binding enriched	107.906
YPR065W	YJR150C	-	78.378
YDL170W	YBR007C	binding enriched	108.971
YNL216W	YPL144W	binding enriched	67.844
YDR253C	YOR230W	bound	69.281
YHR058C	YNL281W	binding enriched	98.762
YPL230W	YHR003C	+	108.353
YGR252W	YBL041W	binding enriched	74.443
YDR423C	YHR088W	-	90.805
YGL013C	YNL193W	-	70.490
YLR403W	YBR258C	?	70.113
YIL131C	YLR259C	binding enriched	100.614
YLR071C	YPR042C	binding enriched	87.580
YLR014C	YOL126C	+	71.701
YGR252W	YJL051W	binding enriched	93.474
YNL216W	YLR153C	+	87.165
YMR037C	YFL016C	binding enriched	55.005
YDR146C	YKR069W	binding enriched	62.754
YIL131C	YML012W	binding enriched	75.361
YLR071C	YFL061W	binding enriched	79.670
YNL199C	YBR179C	-	79.427
YPL075W	YIL018W	+	80.711
YPR133C	YGL258W-A	binding enriched	96.751
YLR223C	YKL156W	bound	161.786
YIL101C	YOR367W	binding enriched	66.498
YGR252W	YNL110C	binding enriched	60.623
YOL089C	YMR011W	+	65.017
YLR403W	YLR301W	?	12.291
YLR176C	YNL169C	binding enriched	114.053
YDL005C	YGR225W	binding enriched	116.298
YJL127C	YDR472W	?	93.687
YHR058C	YLR052W	binding enriched	80.526
YPR104C	YLL012W	binding enriched	85.990
YBR112C	YKL037W	binding enriched	105.040
YOR110W	YLR383W	binding enriched	156.946
YDR392W	YDR365W-A	+	18.005
YDR423C	YNL115C	-	68.290
YBR049C	YIL062C	binding enriched	52.343
YGR104C	YEL066W	binding enriched	51.359
YJL127C	YIL167W	?	37.845
YNR010W	YMR189W	+	118.041
YDL020C	YDR281C	+	100.244
YLR403W	YBR040W	?	131.488
YIL101C	YFL010W-A	binding enriched	57.829
YLR403W	YCL018W	+	165.353
YJL127C	YOL104C	?	48.091
YJL127C	YOR349W	?	65.204
YPL254W	YGL032C	+	93.903
YGL073W	YJL079C	-	64.063
YCR084C	YOL101C	+	90.294
YLR403W	YNL339C	+	97.097
YGR116W	YOR020W-A	binding enriched	106.003
YDR043C	YLR162W-A	-	143.203
YDR392W	YPL209C	-	55.748
YIR018W	YOR063W	binding enriched	81.060
YPR086W	YNR069C	binding enriched	101.127
YLR403W	YMR216C	+	99.198
YIL036W	YLR061W	+	21.945
YLR403W	YBL094C	+	98.613
YBL103C	YOR220W	+	123.878
YOR174W	YNL012W	binding enriched	114.195
YDR259C	YGL209W	binding enriched	82.213
YIL036W	YNL134C	-	84.605
YJL127C	YER172C-A	?	34.689
YKR099W	YER092W	binding enriched	74.863
YDR392W	YPL240C	binding enriched	69.645
YNL236W	YIL040W	-	86.284
YOL148C	YBR296C	+	125.935
YDR207C	YKL074C	binding enriched	76.112
YJL056C	YCR021C	-	86.575
YGR252W	YPL028W	binding enriched	117.686
YPL075W	YLR410W-A	-	142.051
YDR253C	YEL071W	bound	111.799
YPL075W	YFL037W	+	57.135
YNL103W	YLR137W	?	71.185
YER159C	YMR105C	binding enriched	96.217
YLR176C	YOL105C	binding enriched	149.565
YHR058C	YJR140C	binding enriched	88.618
YGR252W	YPL029W	binding enriched	117.061
YLR403W	YJL125C	?	133.503
YOR110W	YML013W	binding enriched	99.421
YNL216W	YLR325C	+	134.854
YJL127C	YHL005C	?	100.265
YPL139C	YLR194C	+	109.242
YOR110W	YPL022W	binding enriched	92.128
YPL075W	YCR028C-A	+	49.101
YPR086W	YGL121C	binding enriched	89.154
YDR423C	YOL103W-A	+	75.454
YBL103C	YOR382W	-	89.181
YMR164C	YHR055C	+	56.931
YNL103W	YNL249C	?	25.099
YGR252W	YGR146C-A	binding enriched	25.767
YNL103W	YBR020W	?	90.113
YGR116W	YJL141C	binding enriched	78.133
YIR018W	YHR112C	?	83.192
YJL127C	YJR158W	-	44.724
YIL036W	YBR068C	+	55.572
YHR206W	YIL089W	binding enriched	43.902
YIL101C	YPR006C	binding enriched	63.917
YOR110W	YDR320C-A	binding enriched	80.423
YLR403W	YPR029C	-	163.544
YDR253C	YLL057C	bound	95.021
YGR252W	YLR367W	binding enriched	67.156
YDR146C	YDR121W	binding enriched	19.771
YDR259C	YKL071W	binding enriched	80.419
YGR104C	YER144C	binding enriched	63.637
YOL148C	YHR128W	+	119.830
YHR206W	YBR244W	+	34.302
YJL127C	YBR216C	?	95.822
YOL148C	YAL004W	+	99.920
YLR451W	YOR320C	binding enriched	104.976
YDR123C	YHR039C-A	binding enriched	73.523
YIL101C	YDL070W	binding enriched	67.008
YJL127C	YPR001W	?	95.662
YJL127C	YMR190C	?	117.281
YML007W	YER154W	binding enriched	102.474
YDR392W	YDL097C	binding enriched	66.379
YLR403W	YGR037C	?	123.440
YIL131C	YNL031C	binding enriched	65.015
YDL170W	YBL060W	binding enriched	110.775
YLR176C	YDR288W	binding enriched	126.780
YLR176C	YIL106W	binding enriched	106.125
YLR403W	YJR160C	-	155.738
YLR098C	YLR157C-B	binding enriched	70.845
YPR086W	YHR210C	binding enriched	70.738
YGR252W	YMR302C	binding enriched	39.671
YBR049C	YKR026C	+	76.489
YDR253C	YOR349W	bound	84.728
YLR403W	YDR382W	?	108.051
YML007W	YJL107C	binding enriched	82.195
YNL216W	YGL062W	-	66.160
YOL004W	YLR173W	-	160.536
YPL254W	YER138W-A	+	81.017
YDL005C	YML014W	binding enriched	20.163
YPL254W	YLR413W	+	99.981
YNL330C	YPL155C	binding enriched	76.606
YIL131C	YGL196W	binding enriched	47.723
YLR176C	YJR002W	binding enriched	163.997
YIL036W	YMR008C	-	42.055
YOR174W	YEL059C-A	binding enriched	99.570
YLR403W	YPL048W	+	161.496
YNL229C	YHR136C	binding enriched	93.264
YER111C	YOL113W	binding enriched	66.204
YPR133C	YLR219W	binding enriched	152.820
YOL004W	YGR149W	-	107.130
YER159C	YGL205W	binding enriched	18.633
YDR259C	YBR243C	binding enriched	90.307
YOR028C	YKL178C	+	47.059
YJL127C	YFL054C	?	61.152
YAL051W	YOL014W	+	27.490
YLR071C	YML129C	binding enriched	63.584
YDL005C	YKL148C	binding enriched	75.385
YPR086W	YJL100W	binding enriched	94.029
YDR253C	YFR034C	bound	104.909
YNL236W	YLR432W	+	139.194
YIL131C	YBR221W-A	binding enriched	50.913
YDL170W	YDL090C	binding enriched	28.671
YML007W	YBR181C	binding enriched	97.149
YGL073W	YDR258C	+	107.076
YJL127C	YLR265C	?	133.354
YDR392W	YBR071W	binding enriched	96.082
YBL008W	YGR108W	+	76.786
YNL330C	YLR061W	binding enriched	100.722
YNL330C	YPL090C	binding enriched	103.937
YLR071C	YAL038W	binding enriched	89.499
YGR252W	YGR251W	binding enriched	1.251
YEL009C	YMR057C	?	89.103
YLR223C	YBL027W	bound	125.586
YLR098C	YAR010C	binding enriched	87.456
YNL216W	YPR042C	binding enriched	78.212
YIL131C	YER001W	binding enriched	71.011
YPL075W	YKL182W	+	86.881
YBR049C	YBR229C	binding enriched	46.923
YBR279W	YDR083W	binding enriched	87.660
YNL216W	YEL026W	+	82.130
YGR252W	YJL174W	binding enriched	79.902
YBR049C	YML109W	binding enriched	44.474
YBR049C	YDR170W-A	-	82.710
YDR259C	YHR059W	binding enriched	92.269
YNL216W	YLR387C	binding enriched	133.859
YGL073W	YBR072W	+	48.065
YLR403W	YGR260W	?	60.061
YGR252W	YPR091C	binding enriched	84.583
YIL036W	YMR242C	+	103.754
YGR252W	YGL051W	binding enriched	63.956
YJL127C	YGL175C	?	56.805
YIR018W	YJL170C	?	103.735
YIL101C	YNL312W	binding enriched	82.557
YOR174W	YBR222C	binding enriched	89.048
YOR344C	YDL136W	-	86.012
YDL005C	YDL039C	binding enriched	42.717
YIL101C	YHR120W	binding enriched	57.016
YPL075W	YNL160W	-	100.212
YDR253C	YHR083W	bound	75.618
YER159C	YHL021C	binding enriched	107.094
YDL170W	YPR157W	binding enriched	43.109
YNL330C	YNL149C	binding enriched	41.510
YIR018W	YML062C	?	76.707
YLR418C	YLR452C	+	9.986
YJL127C	YPL143W	+	88.718
YML007W	YER091C	binding enriched	87.276
YGR252W	YBL029C-A	binding enriched	79.077
YPR086W	YER142C	binding enriched	83.595
YDL170W	YMR001C	binding enriched	104.983
YER109C	YGR166W	+	50.603
YPR133C	YPL282C	binding enriched	73.942
YDL106C	YMR011W	+	68.243
YOL148C	YHL033C	+	115.641
YBR049C	YMR184W	binding enriched	49.771
YDL005C	YMR031C	binding enriched	41.466
YBR279W	YOR230W	binding enriched	110.373
YNL167C	YKR093W	+	82.005
YHL020C	YDR123C	-	85.606
YDR463W	YER062C	binding enriched	91.420
YML007W	YNL149C	binding enriched	105.664
YLR176C	YGR054W	binding enriched	88.097
YNL216W	YGR161W-A	-	96.247
YPR086W	YJR076C	binding enriched	74.813
YLR403W	YGR152C	-	67.518
YDR310C	YFR032C	-	126.820
YOR110W	YNL016W	binding enriched	91.340
YOR174W	YCR051W	binding enriched	103.940
YDL170W	YHR072W	binding enriched	88.441
YDL005C	YPL103C	binding enriched	82.330
YDR146C	YBR196C	binding enriched	73.944
YLR071C	YJR120W	binding enriched	63.144
YIL101C	YIL123W	binding enriched	12.333
YGL073W	YNL327W	+	88.163
YER159C	YPL056C	binding enriched	112.756
YPL254W	YER034W	binding enriched	95.725
YGL073W	YPR043W	+	89.022
YPL254W	YHR215W	+	69.027
YOR110W	YIR033W	binding enriched	88.148
YNL236W	YER165W	+	50.519
YDR207C	YDR457W	binding enriched	37.561
YEL009C	YDL198C	?	117.004
YBR112C	YBR183W	binding enriched	25.357
YJR127C	YFR017C	binding enriched	64.540
YIL101C	YHR064C	binding enriched	55.230
YER040W	YHR108W	binding enriched	77.961
YDL005C	YOR234C	binding enriched	119.246
YOR174W	YMR203W	binding enriched	90.997
YDR259C	YNL054W	binding enriched	111.116
YDL005C	YDR345C	binding enriched	126.010
YMR182C	YMR316W	-	38.941
YDR259C	YNL131W	binding enriched	83.724
YDR259C	YER063W	binding enriched	108.300
YLR403W	YHR020W	+	154.775
YBR049C	YDR414C	binding enriched	111.100
YDR259C	YMR289W	binding enriched	44.182
YPR104C	YPR036W-A	binding enriched	18.895
YER159C	YFR015C	binding enriched	102.966
YER159C	YDR533C	binding enriched	63.436
YBR049C	YDR342C	-	101.051
YLR176C	YDR370C	binding enriched	121.257
YNL216W	YAL034C	binding enriched	75.484
YLR403W	YNL053W	?	138.173
YBR182C	YOR383C	+	65.040
YER159C	YMR313C	binding enriched	51.735
YDR463W	YNL276C	-	39.166
YOR110W	YMR197C	binding enriched	94.605
YNL103W	YBR213W	?	93.434
YLR403W	YER081W	?	100.792
YOL116W	YNR024W	-	74.617
YLR403W	YGR160W	+	69.949
YIR018W	YGL058W	binding enriched	64.258
YDL005C	YJL192C	binding enriched	112.028
YER159C	YDR085C	binding enriched	75.417
YNL216W	YGL116W	binding enriched	57.568
YHL027W	YLL053C	-	60.823
YOL004W	YJR069C	+	48.942
YDR392W	YNL098C	binding enriched	91.979
YML007W	YDL073W	binding enriched	72.047
YLR403W	YNR050C	?	159.561
YDR423C	YIL065C	-	110.935
YNL330C	YKR022C	binding enriched	104.804
YDR259C	YLR350W	binding enriched	122.050
YIL131C	YMR167W	binding enriched	91.634
YBR083W	YDR098C-A	+	70.223
YJL127C	YLL017W	?	66.627
YMR016C	YBR296C	+	109.615
YNL236W	YOR071C	+	30.043
YBR049C	YOR353C	binding enriched	113.614
YPL139C	YBR244W	+	53.414
YNL216W	YHL001W	+	102.644
YLR014C	YGL197W	+	95.330
YDL005C	YLR323C	binding enriched	167.312
YDL005C	YNL115C	binding enriched	90.277
YPL254W	YDL022W	+	83.609
YHR058C	YOR008C	binding enriched	84.106
YGR252W	YHR199C-A	binding enriched	46.690
YIL131C	YMR278W	binding enriched	65.117
YNL103W	YLR237W	?	123.231
YIL101C	YOR183W	binding enriched	71.942
YJL127C	YGR133W	?	67.129
YLR176C	YOL117W	binding enriched	141.796
YOL148C	YBR158W	+	108.020
YIL101C	YDR454C	binding enriched	76.640
YIL101C	YDL007W	binding enriched	58.435
YPL254W	YDR261C-D	+	55.650
YLR071C	YGR213C	binding enriched	65.038
YLR176C	YBL034C	binding enriched	112.588
YLR403W	YAR028W	?	194.344
YOL004W	YKL216W	+	73.739
YNL236W	YCR082W	-	88.896
YIL101C	YNL079C	binding enriched	45.561
YIL101C	YMR237W	binding enriched	73.263
YGR252W	YLR035C	binding enriched	81.721
YGL013C	YDL150W	-	101.916
YPL075W	YDL046W	+	51.741
YOR028C	YBR229C	binding enriched	97.551
YMR021C	YLR035C-A	+	77.889
YLR418C	YFL066C	+	153.633
YGR252W	YPL183W-A	binding enriched	50.393
YDL005C	YJL073W	binding enriched	68.213
YOR174W	YNL014W	binding enriched	113.456
YOR174W	YCR105W	binding enriched	126.967
YLR403W	YML008C	?	172.924
YNL216W	YER045C	binding enriched	47.357
YDL170W	YOR090C	binding enriched	37.879
YJL127C	YGR025W	?	75.376
YDR207C	YKL035W	binding enriched	87.214
YDL170W	YMR316C-A	+	70.671
YLR403W	YIR028W	-	160.797
YDR392W	YDR406W	binding enriched	14.878
YIL101C	YPL097W	binding enriched	69.810
YPL075W	YBR189W	+	65.630
YDR253C	YNL098C	bound	94.533
YBR049C	YDR497C	binding enriched	87.304
YNL216W	YBR182C	binding enriched	83.743
YDL005C	YDR276C	binding enriched	114.240
YPL202C	YLR194C	+	112.877
YLR418C	YBR152W	-	87.400
YCR084C	YLL024C	binding enriched	46.058
YNL236W	YDL095W	+	54.275
YDR259C	YOR340C	binding enriched	75.959
YNL216W	YNL096C	+	36.606
YOL148C	YKR013W	+	84.115
YLR403W	YOR357C	?	93.792
YNL103W	YLR301W	?	129.461
YCR084C	YJL107C	binding enriched	72.892
YNL216W	YOR152C	binding enriched	39.275
YDR423C	YIL127C	-	78.731
YPR133C	YLR162W-A	binding enriched	148.833
YDL005C	YJL127C	binding enriched	82.494
YJL127C	YER036C	+	32.176
YEL009C	YOL143C	?	87.982
YLR055C	YBR073W	binding enriched	56.430
YDR463W	YOR273C	+	41.719
YDL005C	YGR133W	binding enriched	90.849
YLR403W	YBR055C	?	113.876
YIL036W	snR54	+	84.714
YBR049C	YDR098C-A	-	84.866
YDR207C	YIL094C	-	78.781
YDR463W	YNL238W	binding enriched	60.668
YPL075W	YPL265W	-	45.037
YCR084C	YGL158W	-	75.517
YPL075W	YEL026W	+	104.554
YDR310C	YFR023W	-	138.867
YDR392W	YGR210C	binding enriched	72.162
YNL103W	YEL059W	?	61.670
YIL036W	YGR234W	+	86.652
YBR049C	YPR143W	binding enriched	78.780
YDR253C	YGL234W	bound	85.126
YGL073W	YPL207W	+	91.798
YDR463W	YPL115C	binding enriched	81.409
YML099C	YIL096C	-	46.837
YGR252W	YNL328C	binding enriched	61.264
YGR252W	YBR154C	binding enriched	36.984
YGL071W	YKL096W	+	95.729
YLR403W	YMR126C	?	129.790
YIL131C	YKL025C	binding enriched	88.209
YIL101C	YIL120W	binding enriched	10.734
YIR018W	YPL077C	?	85.330
YNL236W	YIL009W	+	93.875
YPL254W	YNL217W	+	90.309
YDL170W	YHR010W	binding enriched	100.415
YBR049C	YGR231C	binding enriched	71.875
YDL005C	YLR114C	binding enriched	87.019
YOR110W	YGR261C	binding enriched	99.277
YPR104C	YIL068C	binding enriched	88.784
YLR403W	YLL022C	?	152.766
YEL009C	YDL221W	?	103.032
YBR112C	YNL065W	binding enriched	94.075
YIR018W	YDR176W	binding enriched	128.686
YOR110W	YGR099W	binding enriched	113.750
YER159C	YPR065W	binding enriched	102.283
YKR099W	YER159C-A	-	92.089
YDL170W	YPL030W	binding enriched	93.786
YPR086W	YOR134W	binding enriched	78.016
YER159C	YMR140W	binding enriched	96.818
YPL254W	YMR006C	+	96.716
YDR259C	YBR139W	binding enriched	82.861
YER159C	YNL131W	binding enriched	31.021
YDR123C	YLR085C	binding enriched	100.459
YLR055C	YDR046C	binding enriched	100.903
YLR403W	YGR258C	?	59.496
YDR259C	YOR367W	binding enriched	68.383
YOL148C	YJR123W	+	46.323
YOL004W	YMR191W	-	106.329
YOR110W	YGR007W	binding enriched	101.976
YDR463W	YBR043C	binding enriched	115.866
YDR253C	YKL094W	bound	69.921
YDR207C	YDR246W-A	binding enriched	10.663
YIL131C	YHR178W	binding enriched	45.612
YDR397C	YIL117C	binding enriched	95.439
YDR253C	YPR062W	bound	67.955
YNL216W	YAR009C	-	101.734
YNL314W	YOL016C	+	106.676
YCR084C	YML045W-A	+	42.403
YDR443C	YPL014W	-	111.771
YIL036W	YHR128W	+	69.375
YNL236W	YBL005W-A	+	95.891
YGR252W	YBR139W	binding enriched	50.302
YJL127C	YDR365W-B	-	117.865
YIL101C	YDL195W	binding enriched	78.140
YJL127C	YKL009W	+	82.937
YOR174W	YNR072W	binding enriched	87.996
YLR403W	YKL220C	-	158.654
YLR451W	YIL047C	binding enriched	131.937
YOL004W	YLR413W	+	175.093
YML007W	YPR194C	+	86.200
YDR259C	YNL259C	binding enriched	69.735
YNL236W	YJL138C	+	39.987
YGL071W	YNR050C	+	66.625
YOR229W	YOR273C	-	13.211
YPL254W	YOL058W	-	102.140
YGL181W	YCL020W	+	104.581
YDR253C	YGR271W	+	84.468
YPL254W	YER062C	+	98.167
YBR081C	YOR267C	binding enriched	104.629
YJL127C	YLR060W	+	56.378
YOR110W	YLR308W	binding enriched	157.368
YDL170W	YDL106C	binding enriched	25.884
YNL216W	YBL013W	binding enriched	83.338
YOR174W	YPL246C	binding enriched	88.891
YPL075W	YGL048C	+	99.088
YJL127C	snR72	?	74.829
YDL170W	YOR385W	+	79.892
YPR086W	YMR159C	binding enriched	34.835
YLR071C	YNR068C	binding enriched	61.753
YLR403W	YMR282C	?	94.921
YDR259C	YOR362C	binding enriched	69.405
YIL131C	YHR190W	binding enriched	48.500
YER109C	YGR250C	-	31.221
YPL042C	YML100W	+	37.118
YNL027W	YMR316C-A	+	112.245
YBR081C	YMR042W	binding enriched	64.014
YIL131C	YML063W	binding enriched	79.093
YDL005C	YNL059C	binding enriched	76.098
YNL216W	YNL067W	+	35.576
YDL170W	YLR144C	binding enriched	112.657
YLR403W	YOR261C	?	120.294
YBR083W	YGR149W	+	41.957
YBL054W	YGR138C	-	43.447
YOR028C	YLR464W	+	164.309
YGR104C	YBR072W	binding enriched	24.185
YLR071C	YBR101C	binding enriched	56.581
YNL027W	YOL016C	+	38.594
YDR463W	YGR161W-C	binding enriched	101.415
YGL073W	YDL048C	-	89.280
YMR021C	YCR021C	-	42.510
YOR174W	YJL210W	binding enriched	45.574
YNL236W	YLR158C	-	122.071
YKL032C	YBR083W	+	81.740
YHR058C	YBL043W	binding enriched	41.925
YDR259C	YDR011W	binding enriched	99.131
YNL330C	YMR220W	binding enriched	96.625
YBR112C	YPL016W	binding enriched	85.044
YNL216W	YDL048C	binding enriched	59.255
YDR463W	YNL327W	binding enriched	29.715
YDL005C	YAR035W	binding enriched	50.434
YDL170W	YLR044C	binding enriched	116.209
YER159C	YLR454W	binding enriched	94.347
YLR403W	YPR033C	?	161.098
YDL005C	YMR099C	binding enriched	80.268
YPL075W	YBR205W	+	67.331
YEL009C	YGL089C	?	71.183
YGR252W	YGL080W	binding enriched	50.568
YKL112W	YOR194C	-	45.965
YLR403W	YHL028W	-	168.312
YNL103W	YNL257C	?	29.482
YDR463W	YBR244W	+	90.550
YDR259C	YNL302C	binding enriched	68.097
YER159C	YLR352W	binding enriched	99.409
YBR049C	YIR018W	binding enriched	73.114
YBR049C	YKL072W	binding enriched	95.445
YLR403W	YJR148W	+	134.146
YDR463W	YBR069C	+	92.123
YLR071C	YDR213W	binding enriched	102.229
YJL127C	YOR063W	+	56.872
YDR253C	YML054C	bound	83.749
YCR084C	YFR002W	+	53.247
YPL075W	YGR038C-A	-	77.045
YDL005C	YBR251W	binding enriched	109.333
YPL075W	YBR084C-A	+	42.631
YIL101C	YCR094W	binding enriched	57.837
YLR403W	YGR275W	-	60.215
YKL112W	YKR065C	+	37.688
YIL131C	YLR224W	binding enriched	102.277
YDR463W	YMR140W	binding enriched	81.818
